ID	Long	Lat	Mean_temp	Seasonal_t	Seasonal_p	Driest_mon	Anual_prec	Eccorreg	Biome	Biome_ID
819	16.15761955	57.14281072	6.45339	690.7066	20.12688	34	559	Sarmatic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
847	175.2552104	-37.77737181	14.10914	360.65942	16.10897	86	1305	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
847	175.2552104	-37.77737181	14.10914	360.65942	16.10897	86	1305	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
847	175.2552104	-37.77737181	14.10914	360.65942	16.10897	86	1305	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
873	127.6869293	37.31655422	10.86192	1029.19714	93.50058	21	1283	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
873	127.6869293	37.31655422	10.86192	1029.19714	93.50058	21	1283	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
873	127.6869293	37.31655422	10.86192	1029.19714	93.50058	21	1283	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
925	-78.05714373	39.47952054	11.61355	882.40778	14.3411	61	979	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
925	-78.05714373	39.47952054	11.61355	882.40778	14.3411	61	979	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
963	-86.70409267	40.6440311	10.36793	1002.58368	25.02202	44	945	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
963	-86.70409267	40.6440311	10.36793	1002.58368	25.02202	44	945	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
963	-86.70409267	40.6440311	10.36793	1002.58368	25.02202	44	945	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
963	-86.70409267	40.6440311	10.36793	1002.58368	25.02202	44	945	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
977	110.660237	33.73073206	12.73784	875.41473	71.8904	7	759	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
977	110.660237	33.73073206	12.73784	875.41473	71.8904	7	759	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
977	110.660237	33.73073206	12.73784	875.41473	71.8904	7	759	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
977	110.660237	33.73073206	12.73784	875.41473	71.8904	7	759	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
977	110.660237	33.73073206	12.73784	875.41473	71.8904	7	759	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1111	-83.3815356	33.93002447	16.46069	747.34729	15.80568	84	1263	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1131	-71.25697499	-42.0049665	7.13259	473.12866	58.46156	21	693	Valdivian_temperate_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1131	-71.25697499	-42.0049665	7.13259	473.12866	58.46156	21	693	Valdivian_temperate_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1170	18.93789264	46.78583564	10.77717	801.88202	25.53495	26	526	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1248	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1454	128.44	36.05	12.47452	950.74377	81.79144	19	1127	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1454	128.44	36.05	12.47452	950.74377	81.79144	19	1127	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1454	128.44	36.05	12.47452	950.74377	81.79144	19	1127	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1454	128.44	36.05	12.47452	950.74377	81.79144	19	1127	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1542	-77.03349964	44.37491422	6.28921	1058.84155	16.20082	57	941	Eastern_Great_Lakes_lowland_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1622	129.0923368	35.34175714	12.41687	857.15875	71.6538	23	1350	Southern_Korea_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1622	129.0923368	35.34175714	12.41687	857.15875	71.6538	23	1350	Southern_Korea_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1622	129.0923368	35.34175714	12.41687	857.15875	71.6538	23	1350	Southern_Korea_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1622	129.0923368	35.34175714	12.41687	857.15875	71.6538	23	1350	Southern_Korea_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1622	129.0923368	35.34175714	12.41687	857.15875	71.6538	23	1350	Southern_Korea_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1622	129.0923368	35.34175714	12.41687	857.15875	71.6538	23	1350	Southern_Korea_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1646	-83.5427392	41.12358668	9.81086	991.06342	23.56154	47	901	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1646	-83.54	41.12	9.81086	991.06342	23.56154	47	901	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1646	-83.54	41.12	9.81086	991.06342	23.56154	47	901	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1646	-83.54	41.12	9.81086	991.06342	23.56154	47	901	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1650	-85.08334259	35.43914323	14.14635	790.1958	16.28673	89	1456	Appalachian_mixed_mesophytic_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1650	-85.08334259	35.43914323	14.14635	790.1958	16.28673	89	1456	Appalachian_mixed_mesophytic_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1683	7.595321405	51.05034804	8.19967	590.93707	17.83879	77	1199	European_Atlantic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1683	7.595321405	51.05034804	8.19967	590.93707	17.83879	77	1199	European_Atlantic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1683	7.595321405	51.05034804	8.19967	590.93707	17.83879	77	1199	European_Atlantic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1815	108.9359817	34.02380096	12.6956	919.53369	68.92686	6	633	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1815	108.9359817	34.02380096	12.6956	919.53369	68.92686	6	633	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1815	108.9359817	34.02380096	12.6956	919.53369	68.92686	6	633	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1815	108.9359817	34.02380096	12.6956	919.53369	68.92686	6	633	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1815	108.9359817	34.02380096	12.6956	919.53369	68.92686	6	633	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1815	108.9359817	34.02380096	12.6956	919.53369	68.92686	6	633	Qin_Ling_Mountains_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1817	127.2837051	36.67703822	11.11299	1021.39746	86.52135	27	1277	Central_Korean_deciduous_forest	Temperate_Broadleaf_&_Mixed_Forests	5
1817	127.2837051	36.67703822	11.11299	1021.39746	86.52135	27	1277	Central_Korean_deciduous_forest	Temperate_Broadleaf_&_Mixed_Forests	5
1817	127.2837051	36.67703822	11.11299	1021.39746	86.52135	27	1277	Central_Korean_deciduous_forest	Temperate_Broadleaf_&_Mixed_Forests	5
1831	-80.66691838	40.03647706	10.70402	893.54938	18.78877	59	978	Appalachian_mixed_mesophytic_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1831	-80.66691838	40.03647706	10.70402	893.54938	18.78877	59	978	Appalachian_mixed_mesophytic_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1831	-80.66691838	40.03647706	10.70402	893.54938	18.78877	59	978	Appalachian_mixed_mesophytic_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1837	118.4587576	29.8381249	16.17614	863.23077	53.59616	41	1551	Changjiang_Plain_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1889	127.3219646	37.38404343	10.8185	1028.93823	95.73357	21	1313	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1889	127.3219646	37.38404343	10.8185	1028.93823	95.73357	21	1313	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1889	128.0850171	37.38353963	9.29854	1021.62897	91.27694	23	1308	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1889	128.0850171	37.38353963	9.29854	1021.62897	91.27694	23	1308	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1935	-47.59838628	-3.013367173	25.98725	43.40177	75.84094	44	1966	Tocantins/Pindare_moist_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1939	118.3835312	30.70389688	16.01256	887.14832	50.16813	33	1326	Changjiang_Plain_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1939	118.3835312	30.70389688	16.01256	887.14832	50.16813	33	1326	Changjiang_Plain_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1939	118.3835312	30.70389688	16.01256	887.14832	50.16813	33	1326	Changjiang_Plain_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1939	118.3835312	30.70389688	16.01256	887.14832	50.16813	33	1326	Changjiang_Plain_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1993	128.7693354	36.17202676	11.54345	957.8125	78.58496	21	1104	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1993	128.7693354	36.17202676	11.54345	957.8125	78.58496	21	1104	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1993	128.7693354	36.17202676	11.54345	957.8125	78.58496	21	1104	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
1993	128.7693354	36.17202676	11.54345	957.8125	78.58496	21	1104	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2038	8.695001487	50.81303526	8.75006	641.55725	12.76949	45	702	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2038	8.695001487	50.81303526	8.75006	641.55725	12.76949	45	702	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2240	127.4905061	37.40402655	10.38467	1030.26501	95.94743	21	1311	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2240	127.4905061	37.40402655	10.38467	1030.26501	95.94743	21	1311	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2295	124.6680799	41.56381324	5.19637	1289.84497	101.90499	8	883	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2295	125.2563192	40.99338447	6.24852	1273.11377	101.43912	10	968	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2295	124.6680799	41.56381324	5.19637	1289.84497	101.90499	8	883	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2659	-90.92869622	38.76397962	12.312	968.79199	23.35869	45	958	Ozark_Highlands_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2659	-90.92869622	38.76397962	12.312	968.79199	23.35869	45	958	Ozark_Highlands_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2659	-90.92869622	38.76397962	12.312	968.79199	23.35869	45	958	Ozark_Highlands_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2659	-90.92869622	38.76397962	12.312	968.79199	23.35869	45	958	Ozark_Highlands_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2659	-90.92869622	38.76397962	12.312	968.79199	23.35869	45	958	Ozark_Highlands_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
2659	-90.92869622	38.76397962	12.312	968.79199	23.35869	45	958	Ozark_Highlands_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
17	-122.18	47.97	10.54554	504.46994	46.10995	33	1048	Puget_lowland_forests	Temperate_Conifer_Forests	6
17	-122.18	47.97	10.54554	504.46994	46.10995	33	1048	Puget_lowland_forests	Temperate_Conifer_Forests	6
29	-122.0307045	47.64827066	10.40429	531.49652	50.97597	35	1271	Puget_lowland_forests	Temperate_Conifer_Forests	6
344	-74.34033781	40.23402712	11.40365	883.1272	11.11828	77	1197	Atlantic_coastal_pine_barrens,_Northeast_US_Coastal_forests	Temperate_Conifer_Forests	6
344	-74.34033781	40.23402712	11.40365	883.1272	11.11828	77	1197	Atlantic_coastal_pine_barrens,_Northeast_US_Coastal_forests	Temperate_Conifer_Forests	6
345	-118.5035239	44.72664388	2.94532	646.99811	39.34368	19	613	Blue_Mountains_forests	Temperate_Conifer_Forests	6
345	-116.9818666	33.14044556	17.43453	490.99301	86.79203	2	389	Blue_Mountains_forests	Temperate_Conifer_Forests	6
359	-123.5474375	44.20894951	9.88869	452.1918	71.13696	23	2227	Central_Pacific_Northwest_coastal_forests	Temperate_Conifer_Forests	6
359	-123.5474375	44.20894951	9.88869	452.1918	71.13696	23	2227	Central_Pacific_Northwest_coastal_forests	Temperate_Conifer_Forests	6
359	-123.5474375	44.20894951	9.88869	452.1918	71.13696	23	2227	Central_Pacific_Northwest_coastal_forests	Temperate_Conifer_Forests	6
414	-122.4157345	48.82445597	9.66497	512.62158	44.95788	44	1217	Puget_lowland_forests	Temperate_Conifer_Forests	6
414	-122.4157345	48.82445597	9.66497	512.62158	44.95788	44	1217	Puget_lowland_forests	Temperate_Conifer_Forests	6
414	-122.4157345	48.82445597	9.66497	512.62158	44.95788	44	1217	Puget_lowland_forests	Temperate_Conifer_Forests	6
679	-122.2530322	48.76480647	8.86847	520.11444	45.94053	50	1457	Puget_lowland_forests	Temperate_Conifer_Forests	6
1128	22.89592953	49.19144448	5.9838	711.81586	37.28543	46	921	Carpathian_montane_forests	Temperate_Conifer_Forests	6
3	-88.43607257	42.72727677	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
3	-88.43607257	42.72727677	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
3	-88.43607257	42.72727677	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
3	-88.43607257	42.72727677	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
3	-88.43607257	42.72727677	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
3	-88.43607257	42.72727677	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
7	-76.50466511	38.80896583	13.16559	858.06604	11.94518	73	1090	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
7	-76.50466511	38.80896583	13.16559	858.06604	11.94518	73	1090	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
7	-76.50466511	38.80896583	13.16559	858.06604	11.94518	73	1090	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
39	-88.35770831	42.71364471	8.06315	1064.46216	34.51241	31	877	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
96	169.7505396	-45.75460955	6.45325	424.87506	23.53947	94	1543	Canterbury_Otago_tussock_grasslands	Temperate_Grasslands,_Savannas_&_Shrublands	7
96	169.7505396	-45.75460955	6.45325	424.87506	23.53947	94	1543	Canterbury_Otago_tussock_grasslands	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
138	-88.05589812	43.71408922	7.12068	1058.43445	36.98612	29	848	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
157	-88.18	43.15	7.77675	1061.41919	36.46104	28	830	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
459	-84.83284828	32.3886557	17.68372	705.19055	22.51609	58	1260	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
459	-84.83284828	32.3886557	17.68372	705.19055	22.51609	58	1260	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
459	-84.83284828	32.3886557	17.68372	705.19055	22.51609	58	1260	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
459	-84.83284828	32.3886557	17.68372	705.19055	22.51609	58	1260	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
459	-84.83284828	32.3886557	17.68372	705.19055	22.51609	58	1260	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
459	-84.83284828	32.3886557	17.68372	705.19055	22.51609	58	1260	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
463	-88.77064428	41.74456435	9.06734	1067.63025	33.99599	30	927	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
463	-88.77064428	41.74456435	9.06734	1067.63025	33.99599	30	927	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
463	-88.77064428	41.74456435	9.06734	1067.63025	33.99599	30	927	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
463	-88.77064428	41.74456435	9.06734	1067.63025	33.99599	30	927	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
463	-88.77064428	41.74456435	9.06734	1067.63025	33.99599	30	927	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
463	-88.77064428	41.74456435	9.06734	1067.63025	33.99599	30	927	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
676	-93.55897353	42.1501107	8.84243	1135.0415	51.65904	20	849	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
1001	-122.9931362	44.81476218	11.2978	539.76776	64.326	16	1139	Willamette_Valley_oak_savanna	Temperate_Grasslands,_Savannas_&_Shrublands	7
1001	-122.9931362	44.81476218	11.2978	539.76776	64.326	16	1139	Willamette_Valley_oak_savanna	Temperate_Grasslands,_Savannas_&_Shrublands	7
1243	-100.9334615	50.32461582	1.86634	1331.37256	52.17481	18	488	Canadian_Aspen_forests_and_parklands	Temperate_Grasslands,_Savannas_&_Shrublands	7
1243	-100.9334615	50.32461582	1.86634	1331.37256	52.17481	18	488	Canadian_Aspen_forests_and_parklands	Temperate_Grasslands,_Savannas_&_Shrublands	7
1243	-100.9334615	50.32461582	1.86634	1331.37256	52.17481	18	488	Canadian_Aspen_forests_and_parklands	Temperate_Grasslands,_Savannas_&_Shrublands	7
1243	-100.9334615	50.32461582	1.86634	1331.37256	52.17481	18	488	Canadian_Aspen_forests_and_parklands	Temperate_Grasslands,_Savannas_&_Shrublands	7
1328	-96.47058921	39.62086333	11.78722	1042.7113	53.94721	18	858	Central_Southern_US_mixed_grasslands	Temperate_Grasslands,_Savannas_&_Shrublands	7
1328	-96.94335258	37.29401209	14.03951	975.13397	42.17238	25	875	Central_Southern_US_mixed_grasslands	Temperate_Grasslands,_Savannas_&_Shrublands	7
1619	-93.63501105	41.62853792	9.9198	1116.38623	44.62251	26	876	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
1619	-93.63501105	41.62853792	9.9198	1116.38623	44.62251	26	876	Central_Tallgrass_prairie	Temperate_Grasslands,_Savannas_&_Shrublands	7
1621	-88.92604325	41.85976296	8.75292	1075.84143	35.30053	29	929	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
1621	-88.92604325	41.85976296	8.75292	1075.84143	35.30053	29	929	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
1621	-88.92604325	41.85976296	8.75292	1075.84143	35.30053	29	929	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
1621	-88.92604325	41.85976296	8.75292	1075.84143	35.30053	29	929	Central_US_forest_grasslands_transition	Temperate_Grasslands,_Savannas_&_Shrublands	7
1822	-88.95413626	30.97583565	18.7075	661.68311	17.25976	83	1631	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
2697	-76.83273686	38.87046018	13.10985	874.18628	12.03859	72	1107	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
2697	-76.83273686	38.87046018	13.10985	874.18628	12.03859	72	1107	Southeast_US_conifer_savannas	Temperate_Grasslands,_Savannas_&_Shrublands	7
2638	-57.57215842	-14.58270543	24.66726	116.33567	73.46909	10	1697	Chiquitano_dry_forests	Tropical_&_Subtropical_Dry_Broadleaf_Forests	8
2070	36.78748478	-3.331905468	14.22304	153.2782	86.19199	8	1114	Southern_Acacia_Commiphora_bushlands_and_thickets	Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	9
2070	36.78748478	-3.331905468	14.22304	153.2782	86.19199	8	1114	Southern_Acacia_Commiphora_bushlands_and_thickets	Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	9
2070	36.78748478	-3.331905468	14.22304	153.2782	86.19199	8	1114	Southern_Acacia_Commiphora_bushlands_and_thickets	Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	9
2070	36.78748478	-3.331905468	14.22304	153.2782	86.19199	8	1114	Southern_Acacia_Commiphora_bushlands_and_thickets	Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	9
2530	-54.63268994	-30.20116492	19.42651	419.93744	6.53739	119	1586	Uruguayan_savanna	Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	9
2530	-54.63268994	-30.20116492	19.42651	419.93744	6.53739	119	1586	Uruguayan_savanna	Tropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	9
209	119.5590501	28.52189586	15.67683	784.1275	50.24798	36	1632	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
209	119.5590501	28.52189586	15.67683	784.1275	50.24798	36	1632	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
209	119.5590501	28.52189586	15.67683	784.1275	50.24798	36	1632	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
209	119.5590501	28.52189586	15.67683	784.1275	50.24798	36	1632	Jian_Nan_subtropical_evergreen_forests	Tropical_&_Subtropical_Moist_Broadleaf_Forests	10
